,Date,Open,High,Low,Close,Adj Close,Volume
195,2019-06-14,581.0,585.95,560.0,574.85,574.85,67205.0
194,2019-06-13,585.6,588.85,578.5,580.15,580.15,88795.0
193,2019-06-12,582.0,592.65,581.0,585.6,585.6,122324.0
192,2019-06-11,545.0,596.5,542.0,580.05,580.05,189115.0
191,2019-06-10,554.9,556.4,545.55,550.1,550.1,66096.0
190,2019-06-07,547.2,558.0,540.0,549.6,549.6,57096.0
189,2019-06-06,530.2,549.75,530.2,544.55,544.55,54818.0
188,2019-06-04,529.05,543.0,529.05,539.45,539.45,37908.0
187,2019-06-03,527.7,542.0,521.55,533.0,533.0,27490.0
186,2019-05-31,545.0,552.95,517.8,523.25,523.25,67664.0
185,2019-05-30,526.0,549.95,526.0,544.15,544.15,48366.0
184,2019-05-29,548.0,548.0,522.55,529.8,529.8,26937.0
183,2019-05-28,549.9,559.0,531.0,547.5,547.5,31977.0
182,2019-05-27,518.0,559.0,518.0,550.05,550.05,102572.0
181,2019-05-24,516.0,531.0,510.0,525.4,525.4,56376.0
180,2019-05-23,524.7,537.65,506.8,515.05,515.05,58186.0
179,2019-05-22,508.7,518.95,505.25,511.65,511.65,48483.0
178,2019-05-21,510.0,526.6,502.65,507.8,507.8,41821.0
177,2019-05-20,475.0,514.35,475.0,509.15,509.15,126742.0
176,2019-05-17,458.2,478.95,458.0,469.6,469.6,62047.0
175,2019-05-16,417.4,465.0,417.4,460.3,460.3,51412.0
174,2019-05-15,465.0,465.0,442.0,444.05,444.05,42035.0
173,2019-05-14,451.0,463.9,396.2,459.85,459.85,251847.0
172,2019-05-13,486.0,499.95,444.1,452.55,452.55,59507.0
171,2019-05-10,497.0,522.8,478.0,483.75,483.75,89898.0
170,2019-05-09,478.0,514.0,446.0,501.4,501.4,376102.0
169,2019-05-08,516.0,520.85,495.0,498.05,498.05,74028.0
168,2019-05-07,535.25,545.95,500.05,517.2,517.2,68504.0
167,2019-05-06,543.0,545.0,530.05,541.4,541.4,51584.0
166,2019-05-03,527.0,546.05,527.0,544.0,544.0,73467.0
165,2019-05-02,513.5,530.0,513.5,527.0,527.0,58470.0
164,2019-04-30,501.0,527.8,496.5,522.15,522.15,44344.0
163,2019-04-26,503.0,514.5,500.1,505.9,505.9,31788.0
162,2019-04-25,490.0,514.3,483.5,502.6,502.6,69689.0
161,2019-04-24,495.0,500.0,481.1,487.65,487.65,43684.0
160,2019-04-23,492.1,508.4,490.0,494.75,494.75,53184.0
159,2019-04-22,515.5,515.5,476.2,490.15,490.15,61159.0
158,2019-04-18,506.45,520.0,506.45,515.55,515.55,43141.0
157,2019-04-16,526.6,532.85,513.05,516.75,516.75,46304.0
156,2019-04-15,545.0,547.0,526.15,529.35,529.35,34805.0
155,2019-04-12,532.05,547.0,532.05,544.5,544.5,568505.0
154,2019-04-11,546.0,546.0,532.0,535.55,535.55,94114.0
153,2019-04-10,540.05,547.8,533.25,542.9,542.9,126513.0
152,2019-04-09,536.0,547.6,528.0,543.35,543.35,618364.0
